31.312,147.73,106.02,61,129
34.135,147.98,108.19,63,129
35.459,148.18,109.87,64,129
58.528,149.5,122.99,80,129
60.068,149.49,123.16,81,129
61.56,149.52,123.63,82,129
62.975,149.62,124.57,83,129
64.309,149.79,126,84,129
65.829,149.8,126.29,85,129
67.033,150.08,128.49,86,129
68.337,150.27,130.07,87,129
71.122,150.5,132.14,89,129
72.408,150.71,133.8,90,129
73.936,150.7,134.01,91,129
75.251,150.88,135.48,92,129
76.816,150.84,135.47,93,129
78.356,150.82,135.62,94,129
80.008,150.71,135.12,95,129
24.251,148.68,100.43,56,130
29.622,149.46,106.83,60,130
32.127,150.01,111.18,62,130
33.808,149.86,110.4,63,130
35.167,150.03,111.82,64,130
55.082,151.41,124.92,78,130
56.64,151.38,124.96,79,130
58.243,151.31,124.73,80,130
59.689,151.38,125.48,81,130
61.067,151.51,126.63,82,130
62.484,151.61,127.55,83,130
63.814,151.78,128.98,84,130
65.186,151.92,130.16,85,130
66.435,152.16,132.07,86,130
67.748,152.34,133.57,87,130
69.105,152.48,134.81,88,130
70.455,152.63,136.07,89,130
71.888,152.7,136.83,90,130
73.27,152.82,137.9,91,130
74.791,152.82,138.13,92,130
76.314,152.81,138.36,93,130
77.87,152.78,138.4,94,130
79.441,152.74,138.35,95,130
81.019,152.69,138.28,96,130
82.605,152.64,138.15,97,130
26.506,151.07,106.66,58,131
27.932,151.18,107.65,59,131
29.255,151.39,109.35,60,131
30.528,151.64,111.38,61,131
31.998,151.7,112.04,62,131
33.506,151.72,112.43,63,131
34.875,151.88,113.77,64,131
49.587,153.82,130.03,75,131
51.146,153.78,130.03,76,131
52.741,153.71,129.8,77,131
54.51,153.49,128.49,78,131
56.181,153.35,127.8,79,131
57.835,153.23,127.23,80,131
59.348,153.24,127.55,81,131
60.815,153.29,128.15,82,131
62.192,153.42,129.3,83,131
63.408,153.69,131.42,84,131
64.65,153.94,133.37,85,131
66.078,154.02,134.18,86,131
67.33,154.25,136.04,87,131
68.629,154.44,137.61,88,131
70.023,154.55,138.6,89,131
71.443,154.63,139.43,90,131
72.833,154.74,140.42,91,131
74.39,154.7,140.44,92,131
75.894,154.71,140.77,93,131
77.389,154.73,141.15,94,131
78.892,154.74,141.48,95,131
80.493,154.67,141.26,96,131
81.962,154.71,141.79,97,131
83.59,154.62,141.41,98,131
85.127,154.61,141.56,99,131
19.586,151.87,100.05,53,132
21.998,152.55,105.26,55,132
23.304,152.78,107.12,56,132
24.721,152.89,108.18,57,132
26.016,153.13,110.08,58,132
27.567,153.1,110.18,59,132
28.865,153.33,112.04,60,132
30.27,153.46,113.14,61,132
31.646,153.6,114.43,62,132
33.061,153.71,115.45,63,132
47.386,156,134.13,74,132
49.083,155.83,133.22,75,132
50.797,155.65,132.21,76,132
52.58,155.41,130.78,77,132
54.256,155.26,130.05,78,132
55.904,155.15,129.5,79,132
57.584,155.01,128.76,80,132
59.1,155.01,129.04,81,132
60.481,155.14,130.17,82,132
61.745,155.36,132,83,132
63.011,155.59,133.81,84,132
64.311,155.78,135.39,85,132
65.717,155.87,136.32,86,132
66.976,156.1,138.13,87,132
68.301,156.26,139.53,88,132
69.696,156.37,140.5,89,132
71.096,156.47,141.44,90,132
72.552,156.52,142.04,91,132
74.026,156.55,142.53,92,132
75.505,156.58,142.99,93,132
77.008,156.59,143.32,94,132
78.511,156.6,143.64,95,132
80.051,156.58,143.75,96,132
81.586,156.57,143.89,97,132
83.023,156.63,144.59,98,132
84.613,156.57,144.42,99,132
86.263,156.46,143.92,100,132
87.829,156.42,143.9,101,132
89.553,156.25,143,102,132
17.929,153.56,100.66,52,133
19.122,153.92,103.38,53,133
20.501,154.07,104.74,54,133
21.818,154.29,106.53,55,133
23.089,154.55,108.63,56,133
24.462,154.71,109.98,57,133
25.839,154.86,111.3,58,133
